"","regCode","study","study_code","regimen","regimen_code","variant","var_code","context","context_code"
"4220","3303.49968.1.2648","RELAY",3303,"Erlotinib and Ramucirumab","49968","normal",1,"Non-curative therapy","2648"
"4221","1456.51353.1.2648","FURLONG",1456,"Furmonertinib monotherapy","51353","normal",1,"Non-curative therapy","2648"
"4222","2900.2595.308.2648","Noronha et al. 2019",2900,"GCP","2595","Regimen variant #1 4 cycles of carboplatin",308,"Non-curative therapy","2648"
"4223","2829.2595.1134.2648","NEJ009",2829,"GCP","2595","Regimen variant #2 6 cycles of carboplatin",1134,"Non-curative therapy","2648"
"4224","4107.30152.1.2648","WJTOG3405|NEJ002|WJOG 5108L|CTONG 0901|IFUM|LUX-Lung 7|NEJ009|JMIT|Patil et al. 2017|ARCHER 1050|FLAURA|Noronha et al. 2019|AENEAS|FURLONG",4107,"Gefitinib monotherapy","30152","normal",1,"Non-curative therapy","2648"
"4225","2127.30974.1.2648","JMIT",2127,"Gefitinib and Pemetrexed","30974","normal",1,"Non-curative therapy","2648"
"4226","833.10738.1.2648","CONVINCE",833,"Icotinib monotherapy","10738","normal",1,"Non-curative therapy","2648"
"4227","1402.10746.1.2648","FLAURA",1402,"Osimertinib monotherapy","10746","normal",1,"Non-curative therapy","2648"
"4228","2445.10705.1.2648","LUX-Lung 4",2445,"Afatinib monotherapy","10705","normal",1,"Non-curative therapy","2648"
"4229","38.24534.1.2648","ABC Study",38,"Afatinib and Bevacizumab","24534","normal",1,"Non-curative therapy","2648"
"4230","380.24580.1.2648","BI 1200.71",380,"Afatinib and Cetuximab","24580","normal",1,"Non-curative therapy","2648"
"4231","1983.26070.1.2648","IMPRESS",1983,"Cisplatin and Pemetrexed","26070","normal",1,"Non-curative therapy","2648"
"4232","268.26028.1.2648","AURA3",268,"Carboplatin and Pemetrexed","26028","normal",1,"Non-curative therapy","2648"
"4233","268.26070.1.2648","AURA3",268,"Cisplatin and Pemetrexed","26070","normal",1,"Non-curative therapy","2648"
"4234","3217.5886.1.2648","QingdaoCH20161101",3217,"Docetaxel and Bevacizumab","5886","normal",1,"Non-curative therapy","2648"
"4235","267.10746.1.2648","AURA|AURA2|AURA3|QingdaoCH20161101",267,"Osimertinib monotherapy","10746","normal",1,"Non-curative therapy","2648"
"4236","2444.10705.1.5188","LUX-Lung 3|LUX-Lung 6",2444,"Afatinib monotherapy","10705","normal",1,"Local therapy","5188"
"4237","437.10738.1.5188","BRAIN",437,"Icotinib monotherapy","10738","normal",1,"Local therapy","5188"
"4238","265.10746.505.5188","AURA|AURA2|AURA3|FLAURA",265,"Osimertinib monotherapy","10746","Regimen variant #1 80 mg/day",505,"Local therapy","5188"
"4239","401.10746.903.5188","BLOOM",401,"Osimertinib monotherapy","10746","Regimen variant #2 160 mg/day",903,"Local therapy","5188"
"4240","960.3594.360.2648","DESTINY-Lung02|DESTINY-Lung02",960,"Trastuzumab deruxtecan monotherapy","3594","Regimen variant #1 5.4 mg/kg",360,"Non-curative therapy","2648"
"4241","959.3594.1149.2648","DESTINY-Lung02|DESTINY-Lung01|DESTINY-Lung02",959,"Trastuzumab deruxtecan monotherapy","3594","Regimen variant #2 6.4 mg/kg",1149,"Non-curative therapy","2648"
"4242","1734.5645.1.1874","GSK 114653|SELECT-1",1734,"Docetaxel monotherapy","5645","normal",1,"Non-curative subsequent-line therapy","1874"
"4243","769.63490.1.1874","CodeBreaK100",769,"Sotorasib monotherapy","63490","normal",1,"Non-curative subsequent-line therapy","1874"
"4244","1537.3245.1.2648","GEOMETRY mono-1",1537,"Capmatinib monotherapy","3245","normal",1,"Non-curative therapy","2648"
"4245","4044.61163.1.2648","VISION_NSCLC",4044,"Tepotinib monotherapy","61163","normal",1,"Non-curative therapy","2648"
"4246","718.26070.1.5250","CheckMate 816",718,"Cisplatin and Pemetrexed","26070","normal",1,"Neoadjuvant therapy","5250"
"4247","718.60005.1.5250","CheckMate 816",718,"Cisplatin, Pemetrexed, Nivolumab","60005","normal",1,"Neoadjuvant therapy","5250"
"4248","2119.26070.1.2618","JIPANG",2119,"Cisplatin and Pemetrexed","26070","normal",1,"Adjuvant therapy","2618"
"4249","2119.8092.1.2618","JIPANG",2119,"Cisplatin and Vinorelbine (CVb)","8092","normal",1,"Adjuvant therapy","2618"
"4250","2161.25862.1.2618","Kato et al. 2004",2161,"Tegafur and uracil monotherapy","25862","normal",1,"Adjuvant therapy","2618"
"4251","3176.17912.1.3114","PROCLAIM",3176,"Cisplatin, Etoposide, RT","17912","normal",1,"Definitive therapy","3114"
"4252","3176.2554.1.1526","PROCLAIM",3176,"Carboplatin and Paclitaxel (CP)","2554","normal",1,"Consolidation after upfront therapy","1526"
"4253","3176.17834.1.1526","PROCLAIM",3176,"Cisplatin and Etoposide (EP)","17834","normal",1,"Consolidation after upfront therapy","1526"
"4254","3176.8092.1.1526","PROCLAIM",3176,"Cisplatin and Vinorelbine (CVb)","8092","normal",1,"Consolidation after upfront therapy","1526"
"4255","1981.29978.140.3175","IMpower150|IMpower150|IMpower150|IMpower150",1981,"ABCP","29978","Regimen variant #1 1200/15/6/175 x 4",140,"Non-curative first-line therapy","3175"
"4256","1981.29978.870.3175","IMpower150|IMpower150|IMpower150|IMpower150",1981,"ABCP","29978","Regimen variant #2 1200/15/6/175 x 6",870,"Non-curative first-line therapy","3175"
"4257","1981.29978.1525.3175","IMpower150|IMpower150|IMpower150|IMpower150",1981,"ABCP","29978","Regimen variant #3 1200/15/6/200 x 4",1525,"Non-curative first-line therapy","3175"
"4258","1981.29978.1844.3175","IMpower150|IMpower150|IMpower150|IMpower150",1981,"ABCP","29978","Regimen variant #4 1200/15/6/200 x 6",1844,"Non-curative first-line therapy","3175"
"4259","1974.5450.1.3175","IMpower110",1974,"Atezolizumab monotherapy","5450","normal",1,"Non-curative first-line therapy","3175"
"4260","1746.2538.1.3175","H3E-CR-S380",1746,"Carboplatin and Docetaxel","2538","normal",1,"Non-curative first-line therapy","3175"
"4261","2116.5458.1.3175","Jian et al. 2017",2116,"Carboplatin and Gemcitabine (GCb)","5458","normal",1,"Non-curative first-line therapy","3175"
"4262","1975.43119.1.3175","IMpower130",1975,"Carboplatin, nab-Paclitaxel, Atezolizumab","43119","normal",1,"Non-curative first-line therapy","3175"
"4263","376.2554.413.3175","BEYOND",376,"Carboplatin and Paclitaxel (CP)","2554","Regimen variant #1 6/175",413,"Non-curative first-line therapy","3175"
"4264","1116.2554.1153.3175","ECOG E4599|IPASS|MONET1|MONET-A",1116,"Carboplatin and Paclitaxel (CP)","2554","Regimen variant #2 6/200",1153,"Non-curative first-line therapy","3175"
"4265","1981.29570.414.3175","IMpower150|IMpower150|IMpower150|IMpower150",1981,"Carboplatin and Paclitaxel (CP) and Bevacizumab","29570","Regimen variant #1 6/175/15 x 4",414,"Non-curative first-line therapy","3175"
"4266","1981.29570.1152.3175","IMpower150|IMpower150|IMpower150|IMpower150",1981,"Carboplatin and Paclitaxel (CP) and Bevacizumab","29570","Regimen variant #2 6/175/15 x 6",1152,"Non-curative first-line therapy","3175"
"4267","1982.29570.1669.3175","IMpower150|IMpower150|PointBreak|PRONOUNCE|IMpower150|IMpower150",1982,"Carboplatin and Paclitaxel (CP) and Bevacizumab","29570","Regimen variant #3 6/200/15 x 4",1669,"Non-curative first-line therapy","3175"
"4268","1980.29570.1926.3175","IMpower150|IMpower150|IMpower150|ECOG E4599|BEYOND|IMpower150|TASUKI-52",1980,"Carboplatin and Paclitaxel (CP) and Bevacizumab","29570","Regimen variant #4 6/200/15 x 6",1926,"Non-curative first-line therapy","3175"
"4269","3846.26720.1927.3175","TASUKI-52",3846,"Carboplatin and Paclitaxel (CP), Bevacizumab, Nivolumab","26720","Regimen variant #4 6/200/15 x 6 2",1927,"Non-curative first-line therapy","3175"
"4270","2195.26028.366.3175","KEYNOTE-021|CameL|CheckMate 9LA|CameL|CheckMate 9LA",2195,"Carboplatin and Pemetrexed","26028","Regimen variant #1 5/500 x 4",366,"Non-curative first-line therapy","3175"
"4271","2983.26028.1219.3175","ORIENT-11",2983,"Carboplatin and Pemetrexed","26028","Regimen variant #2 75/500 x 4 then maintenance pem x 2y",1219,"Non-curative first-line therapy","3175"
"4272","2226.26028.1633.3175","KEYNOTE-189|GEMSTONE-302",2226,"Carboplatin and Pemetrexed","26028","Regimen variant #3 5/500 x 4 then indefinite maintenance pem",1633,"Non-curative first-line therapy","3175"
"4273","592.26028.1913.3175","CameL|H3E-CR-S380|KEYNOTE-042|CameL|KEYNOTE-042",592,"Carboplatin and Pemetrexed","26028","Regimen variant #4 5/500 x 6",1913,"Non-curative first-line therapy","3175"
"4274","722.26028.2062.3175","CheckMate 9LA|PRONOUNCE|CheckMate 9LA",722,"Carboplatin and Pemetrexed","26028","Regimen variant #5 6/500 x 4",2062,"Non-curative first-line therapy","3175"
"4275","2204.26028.2150.3175","KEYNOTE-042|KEYNOTE-042|IMpower110",2204,"Carboplatin and Pemetrexed","26028","Regimen variant #6 6/500 x 6",2150,"Non-curative first-line therapy","3175"
"4276","540.26028.2206.3175","CALGB 30801",540,"Carboplatin and Pemetrexed","26028","Regimen variant #7 6/500 indefinitely",2206,"Non-curative first-line therapy","3175"
"4277","1978.33152.1.3175","IMpower132",1978,"Carboplatin, Pemetrexed, Atezolizumab","33152","normal",1,"Non-curative first-line therapy","3175"
"4278","18.30050.368.3175","65Plus",18,"Carboplatin, Pemetrexed, Bevacizumab","30050","Regimen variant #1 5/500/7.5",368,"Non-curative first-line therapy","3175"
"4279","3142.30050.1156.3175","PointBreak|COMPASS",3142,"Carboplatin, Pemetrexed, Bevacizumab","30050","Regimen variant #2 6/500/15",1156,"Non-curative first-line therapy","3175"
"4280","721.2834.547.3175","CheckMate 9LA|CheckMate 9LA",721,"Carboplatin, Pemetrexed, Ipilimumab, Nivolumab","2834","Regimen variant #1 AUC 5",547,"Non-curative first-line therapy","3175"
"4281","721.2834.1283.3175","CheckMate 9LA|CheckMate 9LA",721,"Carboplatin, Pemetrexed, Ipilimumab, Nivolumab","2834","Regimen variant #2 AUC 6",1283,"Non-curative first-line therapy","3175"
"4282","2196.29572.1.3175","KEYNOTE-021|KEYNOTE-189|CANOPY-1",2196,"Carboplatin, Pemetrexed, Pembrolizumab","29572","normal",1,"Non-curative first-line therapy","3175"
"4283","2983.2848.1.3175","ORIENT-11",2983,"Carboplatin, Pemetrexed, Sintilimab","2848","normal",1,"Non-curative first-line therapy","3175"
"4284","1530.59657.1.3175","GEMSTONE-302",1530,"Carboplatin, Pemetrexed, Sugemalimab","59657","normal",1,"Non-curative first-line therapy","3175"
"4285","3260.12920.1.3175","RATIONALE 304",3260,"Carboplatin, Pemetrexed, Tislelizumab","12920","normal",1,"Non-curative first-line therapy","3175"
"4286","3928.2569.1.3175","TRAIL",3928,"Cisplatin and Docetaxel (DC)","2569","normal",1,"Non-curative first-line therapy","3175"
"4287","2843.2570.481.3175","NExUS",2843,"Cisplatin and Gemcitabine (GC)","2570","Regimen variant #1 75/1250",481,"Non-curative first-line therapy","3175"
"4288","276.2570.1242.3175","AVAil",276,"Cisplatin and Gemcitabine (GC)","2570","Regimen variant #2 80/1250 x 6",1242,"Non-curative first-line therapy","3175"
"4289","1386.2570.1717.3175","First-SIGNAL",1386,"Cisplatin and Gemcitabine (GC)","2570","Regimen variant #3 80/1250 x 9",1717,"Non-curative first-line therapy","3175"
"4290","277.30082.625.3175","AVAil|AVAil",277,"Cisplatin and Gemcitabine (GC) and Bevacizumab","30082","Regimen variant #1 low-dose bev",625,"Non-curative first-line therapy","3175"
"4291","277.30082.1427.3175","AVAil|AVAil",277,"Cisplatin and Gemcitabine (GC) and Bevacizumab","30082","Regimen variant #2 standard-dose bev",1427,"Non-curative first-line therapy","3175"
"4292","3928.26070.467.3175","TRAIL",3928,"Cisplatin and Pemetrexed","26070","Regimen variant #1 70/500 x 4",467,"Non-curative first-line therapy","3175"
"4293","3035.26070.1218.3175","PARAMOUNT|JMIL|INSPIRE|KEYNOTE-024|MYSTIC|IMpower110|CheckMate 9LA",3035,"Cisplatin and Pemetrexed","26070","Regimen variant #2 75/500 x 4-6",1218,"Non-curative first-line therapy","3175"
"4294","2983.26070.1704.3175","ORIENT-11",2983,"Cisplatin and Pemetrexed","26070","Regimen variant #3 75/500 x 4 then maintenance pem x 2y",1704,"Non-curative first-line therapy","3175"
"4295","2225.26070.1951.3175","KEYNOTE-189",2225,"Cisplatin and Pemetrexed","26070","Regimen variant #4 75/500 x 4 then indefinite maintenance pem",1951,"Non-curative first-line therapy","3175"
"4296","1978.34079.1.3175","IMpower132",1978,"Cisplatin, Pemetrexed, Atezolizumab","34079","normal",1,"Non-curative first-line therapy","3175"
"4297","278.26085.632.3175","AVAPERL|AVAPERL",278,"Cisplatin, Pemetrexed, Bevacizumab","26085","Regimen variant #1 maintenance bevacizumab only",632,"Non-curative first-line therapy","3175"
"4298","278.26085.1363.3175","AVAPERL|AVAPERL",278,"Cisplatin, Pemetrexed, Bevacizumab","26085","Regimen variant #2 maintenance pemetrexed and bevacizumab",1363,"Non-curative first-line therapy","3175"
"4299","720.4282.1.3175","CheckMate 9LA",720,"Cisplatin, Pemetrexed, Ipilimumab, Nivolumab","4282","normal",1,"Non-curative first-line therapy","3175"
"4300","2331.30151.622.3175","LEAP-006",2331,"Cisplatin, Pemetrexed, Pembrolizumab","30151","Regimen variant #1 limited pemetrexed",622,"Non-curative first-line therapy","3175"
"4301","2225.30151.1336.3175","KEYNOTE-189",2225,"Cisplatin, Pemetrexed, Pembrolizumab","30151","Regimen variant #2 indefinite pemetrexed",1336,"Non-curative first-line therapy","3175"
"4302","2983.4415.1.3175","ORIENT-11",2983,"Cisplatin, Pemetrexed, Sintilimab","4415","normal",1,"Non-curative first-line therapy","3175"
"4303","3260.14633.1.3175","RATIONALE 304",3260,"Cisplatin, Pemetrexed, Tislelizumab","14633","normal",1,"Non-curative first-line therapy","3175"
"4304","1387.30152.1.3175","First-SIGNAL|IPASS|H3E-CR-S131",1387,"Gefitinib monotherapy","30152","normal",1,"Non-curative first-line therapy","3175"
"4305","3143.3350.1.1656","PointBreak|PRONOUNCE|ECOG-ACRIN E5508|COMPASS",3143,"Bevacizumab monotherapy","3350","normal",1,"Non-curative first-line maintenance therapy","1656"
"4306","3036.5720.1.1656","PARAMOUNT|PRONOUNCE|IFCT-GFPC-1101",3036,"Pemetrexed monotherapy","5720","normal",1,"Non-curative first-line maintenance therapy","1656"
"4307","3142.30051.1.1656","PointBreak|COMPASS",3142,"Pemetrexed and Bevacizumab","30051","normal",1,"Non-curative first-line maintenance therapy","1656"
"4308","3732.5645.474.1874","SUNRISE",3732,"Docetaxel monotherapy","5645","Regimen variant #1 75 mg/m2 q3wk limited duration",474,"Non-curative subsequent-line therapy","1874"
"4309","692.5645.1204.1874","CheckMate 057|ULTIMATE|NVALT-18",692,"Docetaxel monotherapy","5645","Regimen variant #2 75 mg/m2 q3wk indefinite",1204,"Non-curative subsequent-line therapy","1874"
"4310","4097.30152.1.1874","WJOG 5108L",4097,"Gefitinib monotherapy","30152","normal",1,"Non-curative subsequent-line therapy","1874"
"4311","2433.48016.1.1874","LUME-Lung 2",2433,"Nintedanib and Pemetrexed","48016","normal",1,"Non-curative subsequent-line therapy","1874"
"4312","691.3192.1.1874","CheckMate 057",691,"Nivolumab monotherapy","3192","normal",1,"Non-curative subsequent-line therapy","1874"
"4313","2433.5720.1.1874","LUME-Lung 2",2433,"Pemetrexed monotherapy","5720","normal",1,"Non-curative subsequent-line therapy","1874"
"4314","2635.1602.1.1874","MISSION",2635,"Sorafenib monotherapy","1602","normal",1,"Non-curative subsequent-line therapy","1874"
"4315","228.62403.1.2648","ARROW_RET",228,"Pralsetinib monotherapy","62403","normal",1,"Non-curative therapy","2648"
"4316","2363.18504.1.2648","LIBRETTO-001",2363,"Selpercatinib monotherapy","18504","normal",1,"Non-curative therapy","2648"
"4317","2367.10693.1.2648","Lim et al. 2017",2367,"Ceritinib monotherapy","10693","normal",1,"Non-curative therapy","2648"
"4318","3186.30848.682.2648","PROFILE 1001 ROS1",3186,"Crizotinib monotherapy","30848","Regimen variant #1 standard-dose",682,"Non-curative therapy","2648"
"4319","1.30848.954.2648","",1,"Crizotinib monotherapy","30848","Regimen variant #2 200 mg twice per day",954,"Non-curative therapy","2648"
"4320","1.30848.1577.2648","",1,"Crizotinib monotherapy","30848","Regimen variant #3 250 mg/day",1577,"Non-curative therapy","2648"
"4321","136.48540.1.2648","ALKA-372-001|STARTRK-1",136,"Entrectinib monotherapy","48540","normal",1,"Non-curative therapy","2648"
"4322","718.2570.1.5250","CheckMate 816",718,"Cisplatin and Gemcitabine (GC)","2570","normal",1,"Neoadjuvant therapy","5250"
"4323","718.59984.1.5250","CheckMate 816",718,"Cisplatin and Gemcitabine (GC) and Nivolumab","59984","normal",1,"Neoadjuvant therapy","5250"
"4324","2943.2570.1.2618","NVALT-8",2943,"Cisplatin and Gemcitabine (GC)","2570","normal",1,"Adjuvant therapy","2618"
"4325","3050.5458.361.3175","Patil et al. 2019|MYSTIC|IMpower110",3050,"Carboplatin and Gemcitabine (GCb)","5458","Regimen variant #1 5/1000",361,"Non-curative first-line therapy","3175"
"4326","540.5458.1094.3175","CALGB 30801",540,"Carboplatin and Gemcitabine (GCb)","5458","Regimen variant #2 5.5/1000",1094,"Non-curative first-line therapy","3175"
"4327","1977.9810.315.3175","IMpower131|KEYNOTE-407",1977,"Carboplatin and nab-Paclitaxel","9810","Regimen variant #1 4 to 6 cycles",315,"Non-curative first-line therapy","3175"
"4328","605.9810.1333.3175","CAPITAL",605,"Carboplatin and nab-Paclitaxel","9810","Regimen variant #2 indefinite",1333,"Non-curative first-line therapy","3175"
"4329","1976.43119.1.3175","IMpower131",1976,"Carboplatin, nab-Paclitaxel, Atezolizumab","43119","normal",1,"Non-curative first-line therapy","3175"
"4330","2232.30166.1.3175","KEYNOTE-407|KEYVIBE-007",2232,"Carboplatin, nab-Paclitaxel, Pembrolizumab","30166","normal",1,"Non-curative first-line therapy","3175"
"4331","3261.50019.1.3175","RATIONALE 307",3261,"Carboplatin and nab-Paclitaxel (CnP) and Tislelizumab","50019","normal",1,"Non-curative first-line therapy","3175"
"4332","3262.2554.362.3175","RATIONALE 307|CameL-Sq|GEMSTONE-302",3262,"Carboplatin and Paclitaxel (CP)","2554","Regimen variant #1 5/175",362,"Non-curative first-line therapy","3175"
"4333","2203.2554.1098.3175","KEYNOTE-042|KEYNOTE-042",2203,"Carboplatin and Paclitaxel (CP)","2554","Regimen variant #2 5/200",1098,"Non-curative first-line therapy","3175"
"4334","515.2554.1665.3175","CA184-104",515,"Carboplatin and Paclitaxel (CP)","2554","Regimen variant #3 6/175",1665,"Non-curative first-line therapy","3175"
"4335","2231.2554.1925.3175","KEYNOTE-407|CheckMate 9LA",2231,"Carboplatin and Paclitaxel (CP)","2554","Regimen variant #4 6/200 x 4",1925,"Non-curative first-line therapy","3175"
"4336","2205.2554.2061.3175","KEYNOTE-042|KEYNOTE-042|M11-089",2205,"Carboplatin and Paclitaxel (CP)","2554","Regimen variant #5 6/200 x 6",2061,"Non-curative first-line therapy","3175"
"4337","591.59536.1.3175","CameL-Sq",591,"Carboplatin and Paclitaxel (CP) and Camrelizumab","59536","normal",1,"Non-curative first-line therapy","3175"
"4338","515.29571.1.3175","CA184-104",515,"Carboplatin and Paclitaxel (CP) and Ipilimumab","29571","normal",1,"Non-curative first-line therapy","3175"
"4339","720.2822.1.3175","CheckMate 9LA",720,"Carboplatin and Paclitaxel (CP) and Ipilimumab, Nivolumab","2822","normal",1,"Non-curative first-line therapy","3175"
